"","Site","Station_Ammend","Observation.id","Observation.date","Description","Media.file","Total.length","FPS","Station","Start.Date","SD_card","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s.","Comment.start","Comment.stop","Observer","StationDeployDate","Video_file_name","Date.modified","RFID","Treatment","Date_recorded","Time_recorded","RFID_DateTime","Night","Exclude","time_diff","group_id","inds","Individual_ID","group_sum","Behave_prop"
"823","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0092.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",2806.805,2809.105,2.3,"",NA,"GRBL",2022-04-19,"SYCW0092.AVI",2022-04-20 18:28:00,"R53","F",2022-04-20,18H 28M 0S,2022-04-20 18:28:00,2,NA,0,14,1," 956000014837636",13.445,0.171067311268129
"824","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0092.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2809.106,2811.954,2.848,"",NA,"GRBL",2022-04-19,"SYCW0092.AVI",2022-04-20 18:28:00,"R53","F",2022-04-20,18H 28M 0S,2022-04-20 18:28:00,2,NA,0,14,1," 956000014837636",13.445,0.211825957605058
"825","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0092.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Move","Other",NA,"STATE",2811.955,2812.754,0.799,"",NA,"GRBL",2022-04-19,"SYCW0092.AVI",2022-04-20 18:28:00,"R53","F",2022-04-20,18H 28M 0S,2022-04-20 18:28:00,2,NA,0,14,1," 956000014837636",13.445,0.059427296392711
"826","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0093.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2822.625,2823.5,0.875,"",NA,"GRBL",2022-04-19,"SYCW0093.AVI",2022-04-20 18:31:00,"R53","F",2022-04-20,18H 31M 0S,2022-04-20 18:31:00,2,NA,180,15,1," 956000014837382",121.001,0.00723134519549425
"827","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0093.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Bipedal","Vigilance",NA,"STATE",2823.501,2825.3,1.799,"",NA,"GRBL",2022-04-19,"SYCW0093.AVI",2022-04-20 18:31:00,"R53","F",2022-04-20,18H 31M 0S,2022-04-20 18:31:00,2,NA,0,15,1," 956000014837382",121.001,0.0148676457219362
"828","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0093.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2825.301,2833.075,7.774,"",NA,"GRBL",2022-04-19,"SYCW0093.AVI",2022-04-20 18:31:00,"R53","F",2022-04-20,18H 31M 0S,2022-04-20 18:31:00,2,NA,0,15,1," 956000014837382",121.001,0.0642474029140255
"829","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0093.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",2833.076,2868.955,35.879,"",NA,"GRBL",2022-04-19,"SYCW0093.AVI",2022-04-20 18:31:00,"R53","F",2022-04-20,18H 31M 0S,2022-04-20 18:31:00,2,NA,0,15,1," 956000014837382",121.001,0.296518210593301
"830","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0094.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2868.956,2876.455,7.499,"",NA,"GRBL",2022-04-19,"SYCW0094.AVI",2022-04-20 18:32:00,"R53","F",2022-04-20,18H 32M 0S,2022-04-20 18:32:00,2,NA,60,15,1," 956000014837382",121.001,0.061974694424013
"831","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0094.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",2876.456,2884.11,7.654,"",NA,"GRBL",2022-04-19,"SYCW0094.AVI",2022-04-20 18:32:00,"R53","F",2022-04-20,18H 32M 0S,2022-04-20 18:32:00,2,NA,0,15,1," 956000014837382",121.001,0.0632556755729291
"832","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0095.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2884.111,2913.966,29.855,"",NA,"GRBL",2022-04-19,"SYCW0095.AVI",2022-04-20 18:32:00,"R53","F",2022-04-20,18H 32M 0S,2022-04-20 18:32:00,2,NA,0,15,1," 956000014837382",121.001,0.246733498070264
"833","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",2913.967,2919.689,5.722,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,60,15,1," 956000014837382",121.001,0.0472888653812778
"834","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2919.69,2922.79,3.1,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,0,15,1," 956000014837382",121.001,0.0256196229783225
"835","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",2922.791,2927.864,5.073,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,0,15,1," 956000014837382",121.001,0.0419252733448484
"836","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",2927.865,2934.039,6.174,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,0,15,1," 956000014837382",121.001,0.0510243716994074
"837","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2934.04,2939.139,5.099,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,0,15,1," 956000014837382",121.001,0.0421401476020859
"838","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",2939.14,2942.265,3.125,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,0,15,1," 956000014837382",121.001,0.0258262328410509
"839","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Bipedal","Vigilance",NA,"STATE",2942.266,2942.765,0.499,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,0,15,1," 956000014837382",121.001,0.00412393286005901
"840","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0096.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Move","Other",NA,"STATE",2942.766,2943.64,0.874,"",NA,"GRBL",2022-04-19,"SYCW0096.AVI",2022-04-20 18:33:00,"R53","F",2022-04-20,18H 33M 0S,2022-04-20 18:33:00,2,NA,0,15,1," 956000014837382",121.001,0.00722308080098512
"841","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0097.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",2944.55,2964.962,20.412,"",NA,"GRBL",2022-04-19,"SYCW0097.AVI",2022-04-20 18:59:00,"R53","F",2022-04-20,18H 59M 0S,2022-04-20 18:59:00,2,NA,1560,16,1," 956000014837636",41.644,0.490154644126405
"842","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0097.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2964.963,2967.786,2.823,"",NA,"GRBL",2022-04-19,"SYCW0097.AVI",2022-04-20 18:59:00,"R53","F",2022-04-20,18H 59M 0S,2022-04-20 18:59:00,2,NA,0,16,1," 956000014837636",41.644,0.0677888771491691
"843","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0097.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",2967.787,2974.689,6.902,"",NA,"GRBL",2022-04-19,"SYCW0097.AVI",2022-04-20 18:59:00,"R53","F",2022-04-20,18H 59M 0S,2022-04-20 18:59:00,2,NA,0,16,1," 956000014837636",41.644,0.165738161559889
"844","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0097.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",2974.69,2976.55,1.86,"",NA,"GRBL",2022-04-19,"SYCW0097.AVI",2022-04-20 18:59:00,"R53","F",2022-04-20,18H 59M 0S,2022-04-20 18:59:00,2,NA,0,16,1," 956000014837636",41.644,0.0446642973777735
"845","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0098.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",2976.551,2979.799,3.248,"",NA,"GRBL",2022-04-19,"SYCW0098.AVI",2022-04-20 18:59:00,"R53","F",2022-04-20,18H 59M 0S,2022-04-20 18:59:00,2,NA,0,16,1," 956000014837636",41.644,0.0779944289693593
"846","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0098.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Groom","Other",NA,"STATE",2979.8,2982.35,2.55,"",NA,"GRBL",2022-04-19,"SYCW0098.AVI",2022-04-20 18:59:00,"R53","F",2022-04-20,18H 59M 0S,2022-04-20 18:59:00,2,NA,0,16,1," 956000014837636",41.644,0.0612333109211411
"847","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0098.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Move","Other",NA,"STATE",2982.351,2986.2,3.849,"",NA,"GRBL",2022-04-19,"SYCW0098.AVI",2022-04-20 18:59:00,"R53","F",2022-04-20,18H 59M 0S,2022-04-20 18:59:00,2,NA,0,16,1," 956000014837636",41.644,0.0924262798962636
"848","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0106.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",3221.049,3236.499,15.45,"",NA,"GRBL",2022-04-19,"SYCW0106.AVI",2022-04-20 23:44:00,"R53","F",2022-04-20,23H 44M 0S,2022-04-20 23:44:00,2,NA,6300,19,1," 956000014837636",39.904,0.387179230152366
"849","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0106.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",3236.5,3244.299,7.799,"",NA,"GRBL",2022-04-19,"SYCW0106.AVI",2022-04-20 23:44:00,"R53","F",2022-04-20,23H 44M 0S,2022-04-20 23:44:00,2,NA,0,19,1," 956000014837636",39.904,0.195444065757819
"850","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0106.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",3244.3,3259.68,15.38,"",NA,"GRBL",2022-04-19,"SYCW0106.AVI",2022-04-20 23:44:00,"R53","F",2022-04-20,23H 44M 0S,2022-04-20 23:44:00,2,NA,0,19,1," 956000014837636",39.904,0.385425020048115
"851","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0107.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Move","Other",NA,"STATE",3259.681,3260.956,1.275,"",NA,"GRBL",2022-04-19,"SYCW0107.AVI",2022-04-20 23:45:00,"R53","F",2022-04-20,23H 45M 0S,2022-04-20 23:45:00,2,NA,60,19,1," 956000014837636",39.904,0.0319516840417001
"852","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0143.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Bipedal","Vigilance",NA,"STATE",4357.706,4359.805,2.099,"",NA,"GRBL",2022-04-19,"SYCW0143.AVI",2022-04-21 18:14:00,"R53","F",2022-04-21,18H 14M 0S,2022-04-21 18:14:00,3,NA,64380,21,1," 956000014837636",76.573,0.0274117508782469
"853","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0143.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",4359.806,4362.13,2.324,"",NA,"GRBL",2022-04-19,"SYCW0143.AVI",2022-04-21 18:14:00,"R53","F",2022-04-21,18H 14M 0S,2022-04-21 18:14:00,3,NA,0,21,1," 956000014837636",76.573,0.0303501234116464
"854","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0143.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",4362.131,4363.68,1.549,"",NA,"GRBL",2022-04-19,"SYCW0143.AVI",2022-04-21 18:14:00,"R53","F",2022-04-21,18H 14M 0S,2022-04-21 18:14:00,3,NA,0,21,1," 956000014837636",76.573,0.0202290624632703
"855","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0143.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4363.681,4378.657,14.976,"",NA,"GRBL",2022-04-19,"SYCW0143.AVI",2022-04-21 18:14:00,"R53","F",2022-04-21,18H 14M 0S,2022-04-21 18:14:00,3,NA,0,21,1," 956000014837636",76.573,0.195578075823071
"856","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0143.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Bipedal","Vigilance",NA,"STATE",4378.658,4390.636,11.978,"",NA,"GRBL",2022-04-19,"SYCW0143.AVI",2022-04-21 18:14:00,"R53","F",2022-04-21,18H 14M 0S,2022-04-21 18:14:00,3,NA,0,21,1," 956000014837636",76.573,0.156425894244708
"857","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0144.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4390.637,4418.189,27.552,"",NA,"GRBL",2022-04-19,"SYCW0144.AVI",2022-04-21 18:15:00,"R53","F",2022-04-21,18H 15M 0S,2022-04-21 18:15:00,3,NA,60,21,1," 956000014837636",76.573,0.35981351128988
"858","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0144.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Bipedal","Vigilance",NA,"STATE",4418.19,4418.964,0.774,"",NA,"GRBL",2022-04-19,"SYCW0144.AVI",2022-04-21 18:15:00,"R53","F",2022-04-21,18H 15M 0S,2022-04-21 18:15:00,3,NA,0,21,1," 956000014837636",76.573,0.0101080015148943
"859","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0145.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4418.965,4426.24,7.275,"",NA,"GRBL",2022-04-19,"SYCW0145.AVI",2022-04-21 18:15:00,"R53","F",2022-04-21,18H 15M 0S,2022-04-21 18:15:00,3,NA,0,21,1," 956000014837636",76.573,0.0950073785799172
"860","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0145.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",4426.241,4428.565,2.324,"",NA,"GRBL",2022-04-19,"SYCW0145.AVI",2022-04-21 18:15:00,"R53","F",2022-04-21,18H 15M 0S,2022-04-21 18:15:00,3,NA,0,21,1," 956000014837636",76.573,0.0303501234116464
"861","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0145.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",4428.566,4429.89,1.324,"",NA,"GRBL",2022-04-19,"SYCW0145.AVI",2022-04-21 18:15:00,"R53","F",2022-04-21,18H 15M 0S,2022-04-21 18:15:00,3,NA,0,21,1," 956000014837636",76.573,0.0172906899298708
"862","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0145.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4429.891,4433.789,3.898,"",NA,"GRBL",2022-04-19,"SYCW0145.AVI",2022-04-21 18:15:00,"R53","F",2022-04-21,18H 15M 0S,2022-04-21 18:15:00,3,NA,0,21,1," 956000014837636",76.573,0.0509056717119611
"863","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0145.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Move","Other",NA,"STATE",4433.79,4434.29,0.5,"",NA,"GRBL",2022-04-19,"SYCW0145.AVI",2022-04-21 18:15:00,"R53","F",2022-04-21,18H 15M 0S,2022-04-21 18:15:00,3,NA,0,21,1," 956000014837636",76.573,0.00652971674088778
"864","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0146.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",4448.85,4453.02,4.17,"",NA,"GRBL",2022-04-19,"SYCW0146.AVI",2022-04-21 18:18:00,"R53","F",2022-04-21,18H 18M 0S,2022-04-21 18:18:00,3,NA,180,22,1," 956000014837636",161.512,0.0258185150329387
"865","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0146.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4453.021,4456.869,3.848,"",NA,"GRBL",2022-04-19,"SYCW0146.AVI",2022-04-21 18:18:00,"R53","F",2022-04-21,18H 18M 0S,2022-04-21 18:18:00,3,NA,0,22,1," 956000014837636",161.512,0.0238248551191243
"866","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0146.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Move","Other",NA,"STATE",4456.87,4457.92,1.05,"",NA,"GRBL",2022-04-19,"SYCW0146.AVI",2022-04-21 18:18:00,"R53","F",2022-04-21,18H 18M 0S,2022-04-21 18:18:00,3,NA,0,22,1," 956000014837636",161.512,0.00650106493635148
"867","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0147.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",4479.95,4480.725,0.775,"",NA,"GRBL",2022-04-19,"SYCW0147.AVI",2022-04-21 18:20:00,"R53","F",2022-04-21,18H 20M 0S,2022-04-21 18:20:00,3,NA,120,22,1," 956000014837636",161.512,0.00479840507206895
"868","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0147.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",4480.726,4484.899,4.173,"",NA,"GRBL",2022-04-19,"SYCW0147.AVI",2022-04-21 18:20:00,"R53","F",2022-04-21,18H 20M 0S,2022-04-21 18:20:00,3,NA,0,22,1," 956000014837636",161.512,0.0258370895041854
"869","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0147.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4484.9,4506.625,21.725,"",NA,"GRBL",2022-04-19,"SYCW0147.AVI",2022-04-21 18:20:00,"R53","F",2022-04-21,18H 20M 0S,2022-04-21 18:20:00,3,NA,0,22,1," 956000014837636",161.512,0.13451012927832
"870","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0147.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Bipedal","Vigilance",NA,"STATE",4506.626,4510.329,3.703,"",NA,"GRBL",2022-04-19,"SYCW0147.AVI",2022-04-21 18:20:00,"R53","F",2022-04-21,18H 20M 0S,2022-04-21 18:20:00,3,NA,0,22,1," 956000014837636",161.512,0.0229270890088662
"871","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0148.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4510.33,4515.43,5.1,"",NA,"GRBL",2022-04-19,"SYCW0148.AVI",2022-04-21 18:21:00,"R53","F",2022-04-21,18H 21M 0S,2022-04-21 18:21:00,3,NA,60,22,1," 956000014837636",161.512,0.0315766011194215
"872","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0148.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Sniff station/cue","Exploration",NA,"STATE",4515.431,4517.505,2.074,"",NA,"GRBL",2022-04-19,"SYCW0148.AVI",2022-04-21 18:21:00,"R53","F",2022-04-21,18H 21M 0S,2022-04-21 18:21:00,3,NA,0,22,1," 956000014837636",161.512,0.0128411511218981
"873","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0148.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Enter station","Exploration",NA,"STATE",4517.506,4521.154,3.648,"",NA,"GRBL",2022-04-19,"SYCW0148.AVI",2022-04-21 18:21:00,"R53","F",2022-04-21,18H 21M 0S,2022-04-21 18:21:00,3,NA,0,22,1," 956000014837636",161.512,0.0225865570360097
"874","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0148.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4521.155,4546.356,25.201,"",NA,"GRBL",2022-04-19,"SYCW0148.AVI",2022-04-21 18:21:00,"R53","F",2022-04-21,18H 21M 0S,2022-04-21 18:21:00,3,NA,0,22,1," 956000014837636",161.512,0.156031749962851
"875","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0149.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Bipedal","Vigilance",NA,"STATE",4546.357,4557.005,10.648,"",NA,"GRBL",2022-04-19,"SYCW0149.AVI",2022-04-21 18:22:00,"R53","F",2022-04-21,18H 22M 0S,2022-04-21 18:22:00,3,NA,60,22,1," 956000014837636",161.512,0.0659269899450196
"876","Perup_Sanctuary","I14","I14_NH23_20220419_GRBL","6/08/2023 12:49",NA,"F:/tashtash/I14_NH23_20220419/SYCW0149.AVI",5739.11,30,"I14","2022-04-19T00:00:00","NH23","Woylie1","Forage","Foraging",NA,"STATE",4557.006,4568.604,11.598,"",NA,"GRBL",2022-04-19,"SYCW0149.AVI",2022-04-21 18:22:00,"R53","F",2022-04-21,18H 22M 0S,2022-04-21 18:22:00,3,NA,0,22,1," 956000014837636",161.512,0.0718089058398138
